__id,Résultats par cantons - Tour 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
1251,59.0,Nord,35.0,Sin-le-Noble,49328.0,13558.0,27.49,35770.0,72.51,3003.0,6.09,8.4,1207.0,2.45,3.37,31560.0,63.98,88.23,1.0,M,MACRON,Emmanuel,13676.0,27.72,43.33,2.0,F,"LE PEN",Marine,17884.0,36.26,56.67
1252,59.0,Nord,36.0,Templeuve,59925.0,11412.0,19.04,48513.0,80.96,4003.0,6.68,8.25,1327.0,2.21,2.74,43183.0,72.06,89.01,1.0,M,MACRON,Emmanuel,28957.0,48.32,67.06,2.0,F,"LE PEN",Marine,14226.0,23.74,32.94
1253,59.0,Nord,37.0,Tourcoing-1,49688.0,14696.0,29.58,34992.0,70.42,2799.0,5.63,8.0,964.0,1.94,2.75,31229.0,62.85,89.25,1.0,M,MACRON,Emmanuel,18357.0,36.94,58.78,2.0,F,"LE PEN",Marine,12872.0,25.91,41.22
1254,59.0,Nord,38.0,Tourcoing-2,47493.0,18230.0,38.38,29263.0,61.62,2026.0,4.27,6.92,654.0,1.38,2.23,26583.0,55.97,90.84,1.0,M,MACRON,Emmanuel,16906.0,35.6,63.6,2.0,F,"LE PEN",Marine,9677.0,20.38,36.4
1255,59.0,Nord,39.0,Valenciennes,33793.0,9942.0,29.42,23851.0,70.58,1714.0,5.07,7.19,677.0,2.0,2.84,21460.0,63.5,89.98,1.0,M,MACRON,Emmanuel,13170.0,38.97,61.37,2.0,F,"LE PEN",Marine,8290.0,24.53,38.63
1256,59.0,Nord,40.0,Villeneuve-d'Ascq,47528.0,11904.0,25.05,35624.0,74.95,2544.0,5.35,7.14,877.0,1.85,2.46,32203.0,67.76,90.4,1.0,M,MACRON,Emmanuel,23918.0,50.32,74.27,2.0,F,"LE PEN",Marine,8285.0,17.43,25.73
1257,59.0,Nord,41.0,Wormhout,41309.0,7644.0,18.5,33665.0,81.5,2871.0,6.95,8.53,1104.0,2.67,3.28,29690.0,71.87,88.19,1.0,M,MACRON,Emmanuel,15049.0,36.43,50.69,2.0,F,"LE PEN",Marine,14641.0,35.44,49.31
1258,60.0,Oise,1.0,Beauvais-1,25921.0,7022.0,27.09,18899.0,72.91,1483.0,5.72,7.85,512.0,1.98,2.71,16904.0,65.21,89.44,1.0,M,MACRON,Emmanuel,10436.0,40.26,61.74,2.0,F,"LE PEN",Marine,6468.0,24.95,38.26
1259,60.0,Oise,2.0,Beauvais-2,31367.0,7515.0,23.96,23852.0,76.04,1821.0,5.81,7.63,747.0,2.38,3.13,21284.0,67.85,89.23,1.0,M,MACRON,Emmanuel,11654.0,37.15,54.75,2.0,F,"LE PEN",Marine,9630.0,30.7,45.25
1260,60.0,Oise,3.0,Chantilly,30655.0,7253.0,23.66,23402.0,76.34,2070.0,6.75,8.85,489.0,1.6,2.09,20843.0,67.99,89.07,1.0,M,MACRON,Emmanuel,13946.0,45.49,66.91,2.0,F,"LE PEN",Marine,6897.0,22.5,33.09
1261,60.0,Oise,4.0,Chaumont-en-Vexin,33685.0,7257.0,21.54,26428.0,78.46,2457.0,7.29,9.3,685.0,2.03,2.59,23286.0,69.13,88.11,1.0,M,MACRON,Emmanuel,11206.0,33.27,48.12,2.0,F,"LE PEN",Marine,12080.0,35.86,51.88
1262,60.0,Oise,5.0,Clermont,25942.0,5906.0,22.77,20036.0,77.23,1872.0,7.22,9.34,600.0,2.31,2.99,17564.0,67.7,87.66,1.0,M,MACRON,Emmanuel,9140.0,35.23,52.04,2.0,F,"LE PEN",Marine,8424.0,32.47,47.96
1263,60.0,Oise,6.0,Compiègne-1,27889.0,6345.0,22.75,21544.0,77.25,1867.0,6.69,8.67,627.0,2.25,2.91,19050.0,68.31,88.42,1.0,M,MACRON,Emmanuel,12169.0,43.63,63.88,2.0,F,"LE PEN",Marine,6881.0,24.67,36.12
1264,60.0,Oise,7.0,Compiègne-2,30707.0,8087.0,26.34,22620.0,73.66,1778.0,5.79,7.86,559.0,1.82,2.47,20283.0,66.05,89.67,1.0,M,MACRON,Emmanuel,12371.0,40.29,60.99,2.0,F,"LE PEN",Marine,7912.0,25.77,39.01
1265,60.0,Oise,8.0,Creil,19158.0,6253.0,32.64,12905.0,67.36,914.0,4.77,7.08,268.0,1.4,2.08,11723.0,61.19,90.84,1.0,M,MACRON,Emmanuel,8008.0,41.8,68.31,2.0,F,"LE PEN",Marine,3715.0,19.39,31.69
1266,60.0,Oise,9.0,Crépy-en-Valois,24918.0,6039.0,24.24,18879.0,75.76,1647.0,6.61,8.72,552.0,2.22,2.92,16680.0,66.94,88.35,1.0,M,MACRON,Emmanuel,8591.0,34.48,51.5,2.0,F,"LE PEN",Marine,8089.0,32.46,48.5
1267,60.0,Oise,10.0,Estrées-Saint-Denis,31001.0,6295.0,20.31,24706.0,79.69,2151.0,6.94,8.71,652.0,2.1,2.64,21903.0,70.65,88.65,1.0,M,MACRON,Emmanuel,10194.0,32.88,46.54,2.0,F,"LE PEN",Marine,11709.0,37.77,53.46
1268,60.0,Oise,11.0,Grandvilliers,30308.0,5964.0,19.68,24344.0,80.32,1976.0,6.52,8.12,554.0,1.83,2.28,21814.0,71.97,89.61,1.0,M,MACRON,Emmanuel,8833.0,29.14,40.49,2.0,F,"LE PEN",Marine,12981.0,42.83,59.51
1269,60.0,Oise,12.0,Méru,30111.0,7551.0,25.08,22560.0,74.92,1987.0,6.6,8.81,657.0,2.18,2.91,19916.0,66.14,88.28,1.0,M,MACRON,Emmanuel,10634.0,35.32,53.39,2.0,F,"LE PEN",Marine,9282.0,30.83,46.61
1270,60.0,Oise,13.0,Montataire,23368.0,5867.0,25.11,17501.0,74.89,1545.0,6.61,8.83,466.0,1.99,2.66,15490.0,66.29,88.51,1.0,M,MACRON,Emmanuel,8294.0,35.49,53.54,2.0,F,"LE PEN",Marine,7196.0,30.79,46.46
1271,60.0,Oise,14.0,Mouy,26786.0,5467.0,20.41,21319.0,79.59,1928.0,7.2,9.04,601.0,2.24,2.82,18790.0,70.15,88.14,1.0,M,MACRON,Emmanuel,8376.0,31.27,44.58,2.0,F,"LE PEN",Marine,10414.0,38.88,55.42
1272,60.0,Oise,15.0,Nanteuil-le-Haudouin,22186.0,4997.0,22.52,17189.0,77.48,1518.0,6.84,8.83,405.0,1.83,2.36,15266.0,68.81,88.81,1.0,M,MACRON,Emmanuel,7285.0,32.84,47.72,2.0,F,"LE PEN",Marine,7981.0,35.97,52.28
1273,60.0,Oise,16.0,Nogent-sur-Oise,22013.0,6624.0,30.09,15389.0,69.91,1185.0,5.38,7.7,523.0,2.38,3.4,13681.0,62.15,88.9,1.0,M,MACRON,Emmanuel,8045.0,36.55,58.8,2.0,F,"LE PEN",Marine,5636.0,25.6,41.2
1274,60.0,Oise,17.0,Noyon,22027.0,5728.0,26.0,16299.0,74.0,1515.0,6.88,9.3,281.0,1.28,1.72,14503.0,65.84,88.98,1.0,M,MACRON,Emmanuel,6784.0,30.8,46.78,2.0,F,"LE PEN",Marine,7719.0,35.04,53.22
1275,60.0,Oise,18.0,Pont-Sainte-Maxence,22697.0,5570.0,24.54,17127.0,75.46,1535.0,6.76,8.96,482.0,2.12,2.81,15110.0,66.57,88.22,1.0,M,MACRON,Emmanuel,7928.0,34.93,52.47,2.0,F,"LE PEN",Marine,7182.0,31.64,47.53
1276,60.0,Oise,19.0,Saint-Just-en-Chaussée,32578.0,7137.0,21.91,25441.0,78.09,2093.0,6.42,8.23,731.0,2.24,2.87,22617.0,69.42,88.9,1.0,M,MACRON,Emmanuel,9958.0,30.57,44.03,2.0,F,"LE PEN",Marine,12659.0,38.86,55.97
1277,60.0,Oise,20.0,Senlis,24377.0,5411.0,22.2,18966.0,77.8,1778.0,7.29,9.37,426.0,1.75,2.25,16762.0,68.76,88.38,1.0,M,MACRON,Emmanuel,10979.0,45.04,65.5,2.0,F,"LE PEN",Marine,5783.0,23.72,34.5
1278,60.0,Oise,21.0,Thourotte,24256.0,5411.0,22.31,18845.0,77.69,1627.0,6.71,8.63,629.0,2.59,3.34,16589.0,68.39,88.03,1.0,M,MACRON,Emmanuel,7678.0,31.65,46.28,2.0,F,"LE PEN",Marine,8911.0,36.74,53.72
1279,61.0,Orne,1.0,L'Aigle,8488.0,2107.0,24.82,6381.0,75.18,580.0,6.83,9.09,168.0,1.98,2.63,5633.0,66.36,88.28,1.0,M,MACRON,Emmanuel,3418.0,40.27,60.68,2.0,F,"LE PEN",Marine,2215.0,26.1,39.32
1280,61.0,Orne,2.0,Alençon-1,10448.0,2648.0,25.34,7800.0,74.66,657.0,6.29,8.42,204.0,1.95,2.62,6939.0,66.41,88.96,1.0,M,MACRON,Emmanuel,4969.0,47.56,71.61,2.0,F,"LE PEN",Marine,1970.0,18.86,28.39
1281,61.0,Orne,3.0,Alençon-2,8425.0,2295.0,27.24,6130.0,72.76,494.0,5.86,8.06,160.0,1.9,2.61,5476.0,65.0,89.33,1.0,M,MACRON,Emmanuel,4000.0,47.48,73.05,2.0,F,"LE PEN",Marine,1476.0,17.52,26.95
1282,61.0,Orne,4.0,Argentan-1,9366.0,1946.0,20.78,7420.0,79.22,752.0,8.03,10.13,251.0,2.68,3.38,6417.0,68.51,86.48,1.0,M,MACRON,Emmanuel,4173.0,44.55,65.03,2.0,F,"LE PEN",Marine,2244.0,23.96,34.97
1283,61.0,Orne,5.0,Argentan-2,10077.0,2183.0,21.66,7894.0,78.34,779.0,7.73,9.87,232.0,2.3,2.94,6883.0,68.3,87.19,1.0,M,MACRON,Emmanuel,4079.0,40.48,59.26,2.0,F,"LE PEN",Marine,2804.0,27.83,40.74
1284,61.0,Orne,6.0,Athis-de-l'Orne,11726.0,2403.0,20.49,9323.0,79.51,873.0,7.44,9.36,276.0,2.35,2.96,8174.0,69.71,87.68,1.0,M,MACRON,Emmanuel,5067.0,43.21,61.99,2.0,F,"LE PEN",Marine,3107.0,26.5,38.01
1285,61.0,Orne,7.0,Bagnoles-de-l'Orne,9707.0,2002.0,20.62,7705.0,79.38,655.0,6.75,8.5,254.0,2.62,3.3,6796.0,70.01,88.2,1.0,M,MACRON,Emmanuel,4405.0,45.38,64.82,2.0,F,"LE PEN",Marine,2391.0,24.63,35.18
1286,61.0,Orne,8.0,Bretoncelles,8870.0,1809.0,20.39,7061.0,79.61,615.0,6.93,8.71,197.0,2.22,2.79,6249.0,70.45,88.5,1.0,M,MACRON,Emmanuel,3599.0,40.57,57.59,2.0,F,"LE PEN",Marine,2650.0,29.88,42.41
1287,61.0,Orne,9.0,Ceton,10362.0,2300.0,22.2,8062.0,77.8,745.0,7.19,9.24,272.0,2.62,3.37,7045.0,67.99,87.39,1.0,M,MACRON,Emmanuel,3821.0,36.88,54.24,2.0,F,"LE PEN",Marine,3224.0,31.11,45.76
1288,61.0,Orne,10.0,Damigny,10275.0,1725.0,16.79,8550.0,83.21,863.0,8.4,10.09,249.0,2.42,2.91,7438.0,72.39,86.99,1.0,M,MACRON,Emmanuel,5054.0,49.19,67.95,2.0,F,"LE PEN",Marine,2384.0,23.2,32.05
1289,61.0,Orne,11.0,Domfront,11788.0,2785.0,23.63,9003.0,76.37,774.0,6.57,8.6,290.0,2.46,3.22,7939.0,67.35,88.18,1.0,M,MACRON,Emmanuel,5092.0,43.2,64.14,2.0,F,"LE PEN",Marine,2847.0,24.15,35.86
1290,61.0,Orne,12.0,"La Ferté-Macé",11326.0,2267.0,20.02,9059.0,79.98,754.0,6.66,8.32,306.0,2.7,3.38,7999.0,70.63,88.3,1.0,M,MACRON,Emmanuel,5028.0,44.39,62.86,2.0,F,"LE PEN",Marine,2971.0,26.23,37.14
1291,61.0,Orne,13.0,Flers-1,11782.0,2868.0,24.34,8914.0,75.66,716.0,6.08,8.03,321.0,2.72,3.6,7877.0,66.86,88.37,1.0,M,MACRON,Emmanuel,5156.0,43.76,65.46,2.0,F,"LE PEN",Marine,2721.0,23.09,34.54
1292,61.0,Orne,14.0,Flers-2,10623.0,2616.0,24.63,8007.0,75.37,707.0,6.66,8.83,242.0,2.28,3.02,7058.0,66.44,88.15,1.0,M,MACRON,Emmanuel,4898.0,46.11,69.4,2.0,F,"LE PEN",Marine,2160.0,20.33,30.6
1293,61.0,Orne,15.0,Magny-le-Désert,9918.0,1916.0,19.32,8002.0,80.68,747.0,7.53,9.34,245.0,2.47,3.06,7010.0,70.68,87.6,1.0,M,MACRON,Emmanuel,4175.0,42.1,59.56,2.0,F,"LE PEN",Marine,2835.0,28.58,40.44
1294,61.0,Orne,16.0,Mortagne-au-Perche,10760.0,2230.0,20.72,8530.0,79.28,818.0,7.6,9.59,210.0,1.95,2.46,7502.0,69.72,87.95,1.0,M,MACRON,Emmanuel,4520.0,42.01,60.25,2.0,F,"LE PEN",Marine,2982.0,27.71,39.75
1295,61.0,Orne,17.0,Radon,8550.0,1583.0,18.51,6967.0,81.49,652.0,7.63,9.36,193.0,2.26,2.77,6122.0,71.6,87.87,1.0,M,MACRON,Emmanuel,3545.0,41.46,57.91,2.0,F,"LE PEN",Marine,2577.0,30.14,42.09
1296,61.0,Orne,18.0,Rai,9700.0,2180.0,22.47,7520.0,77.53,689.0,7.1,9.16,162.0,1.67,2.15,6669.0,68.75,88.68,1.0,M,MACRON,Emmanuel,3589.0,37.0,53.82,2.0,F,"LE PEN",Marine,3080.0,31.75,46.18
1297,61.0,Orne,19.0,Sées,7954.0,1590.0,19.99,6364.0,80.01,549.0,6.9,8.63,176.0,2.21,2.77,5639.0,70.9,88.61,1.0,M,MACRON,Emmanuel,3237.0,40.7,57.4,2.0,F,"LE PEN",Marine,2402.0,30.2,42.6
1298,61.0,Orne,20.0,Tourouvre,10301.0,2174.0,21.1,8127.0,78.9,815.0,7.91,10.03,211.0,2.05,2.6,7101.0,68.94,87.38,1.0,M,MACRON,Emmanuel,3560.0,34.56,50.13,2.0,F,"LE PEN",Marine,3541.0,34.38,49.87
1299,61.0,Orne,21.0,Vimoutiers,8245.0,1950.0,23.65,6295.0,76.35,528.0,6.4,8.39,179.0,2.17,2.84,5588.0,67.77,88.77,1.0,M,MACRON,Emmanuel,3099.0,37.59,55.46,2.0,F,"LE PEN",Marine,2489.0,30.19,44.54
1300,62.0,Pas-de-Calais,1.0,Aire-sur-la-Lys,23524.0,5458.0,23.2,18066.0,76.8,1346.0,5.72,7.45,777.0,3.3,4.3,15943.0,67.77,88.25,1.0,M,MACRON,Emmanuel,7876.0,33.48,49.4,2.0,F,"LE PEN",Marine,8067.0,34.29,50.6
1301,62.0,Pas-de-Calais,2.0,Arras-1,26299.0,5756.0,21.89,20543.0,78.11,1633.0,6.21,7.95,755.0,2.87,3.68,18155.0,69.03,88.38,1.0,M,MACRON,Emmanuel,11610.0,44.15,63.95,2.0,F,"LE PEN",Marine,6545.0,24.89,36.05
1302,62.0,Pas-de-Calais,3.0,Arras-2,24663.0,5934.0,24.06,18729.0,75.94,1567.0,6.35,8.37,633.0,2.57,3.38,16529.0,67.02,88.25,1.0,M,MACRON,Emmanuel,10287.0,41.71,62.24,2.0,F,"LE PEN",Marine,6242.0,25.31,37.76
1303,62.0,Pas-de-Calais,4.0,Arras-3,23921.0,5292.0,22.12,18629.0,77.88,1403.0,5.87,7.53,755.0,3.16,4.05,16471.0,68.86,88.42,1.0,M,MACRON,Emmanuel,9854.0,41.19,59.83,2.0,F,"LE PEN",Marine,6617.0,27.66,40.17
1304,62.0,Pas-de-Calais,5.0,Auchel,26944.0,8034.0,29.82,18910.0,70.18,1193.0,4.43,6.31,824.0,3.06,4.36,16893.0,62.7,89.33,1.0,M,MACRON,Emmanuel,5708.0,21.18,33.79,2.0,F,"LE PEN",Marine,11185.0,41.51,66.21
1305,62.0,Pas-de-Calais,6.0,Auxi-le-Château,26573.0,5174.0,19.47,21399.0,80.53,1641.0,6.18,7.67,824.0,3.1,3.85,18934.0,71.25,88.48,1.0,M,MACRON,Emmanuel,9849.0,37.06,52.02,2.0,F,"LE PEN",Marine,9085.0,34.19,47.98
1306,62.0,Pas-de-Calais,7.0,Avesnes-le-Comte,30232.0,4934.0,16.32,25298.0,83.68,2060.0,6.81,8.14,934.0,3.09,3.69,22304.0,73.78,88.17,1.0,M,MACRON,Emmanuel,11165.0,36.93,50.06,2.0,F,"LE PEN",Marine,11139.0,36.85,49.94
1307,62.0,Pas-de-Calais,8.0,Avion,28586.0,8524.0,29.82,20062.0,70.18,1514.0,5.3,7.55,759.0,2.66,3.78,17789.0,62.23,88.67,1.0,M,MACRON,Emmanuel,7582.0,26.52,42.62,2.0,F,"LE PEN",Marine,10207.0,35.71,57.38
1308,62.0,Pas-de-Calais,9.0,Bapaume,26903.0,5675.0,21.09,21228.0,78.91,1745.0,6.49,8.22,646.0,2.4,3.04,18837.0,70.02,88.74,1.0,M,MACRON,Emmanuel,7994.0,29.71,42.44,2.0,F,"LE PEN",Marine,10843.0,40.3,57.56
1309,62.0,Pas-de-Calais,10.0,Berck,28069.0,6167.0,21.97,21902.0,78.03,1664.0,5.93,7.6,715.0,2.55,3.26,19523.0,69.55,89.14,1.0,M,MACRON,Emmanuel,11382.0,40.55,58.3,2.0,F,"LE PEN",Marine,8141.0,29.0,41.7
1310,62.0,Pas-de-Calais,11.0,Béthune,30918.0,8609.0,27.84,22309.0,72.16,1612.0,5.21,7.23,980.0,3.17,4.39,19717.0,63.77,88.38,1.0,M,MACRON,Emmanuel,9938.0,32.14,50.4,2.0,F,"LE PEN",Marine,9779.0,31.63,49.6
1311,62.0,Pas-de-Calais,12.0,Beuvry,31585.0,6664.0,21.1,24921.0,78.9,2086.0,6.6,8.37,811.0,2.57,3.25,22024.0,69.73,88.38,1.0,M,MACRON,Emmanuel,11743.0,37.18,53.32,2.0,F,"LE PEN",Marine,10281.0,32.55,46.68
1312,62.0,Pas-de-Calais,13.0,Boulogne-sur-Mer-1,25207.0,6971.0,27.66,18236.0,72.34,1433.0,5.68,7.86,531.0,2.11,2.91,16272.0,64.55,89.23,1.0,M,MACRON,Emmanuel,9034.0,35.84,55.52,2.0,F,"LE PEN",Marine,7238.0,28.71,44.48
1313,62.0,Pas-de-Calais,14.0,Boulogne-sur-Mer-2,29201.0,7684.0,26.31,21517.0,73.69,1633.0,5.59,7.59,801.0,2.74,3.72,19083.0,65.35,88.69,1.0,M,MACRON,Emmanuel,10516.0,36.01,55.11,2.0,F,"LE PEN",Marine,8567.0,29.34,44.89
1314,62.0,Pas-de-Calais,15.0,Brebières,25002.0,5120.0,20.48,19882.0,79.52,1630.0,6.52,8.2,708.0,2.83,3.56,17544.0,70.17,88.24,1.0,M,MACRON,Emmanuel,7868.0,31.47,44.85,2.0,F,"LE PEN",Marine,9676.0,38.7,55.15
1315,62.0,Pas-de-Calais,16.0,Bruay-la-Buissière,26316.0,7248.0,27.54,19068.0,72.46,1470.0,5.59,7.71,776.0,2.95,4.07,16822.0,63.92,88.22,1.0,M,MACRON,Emmanuel,7267.0,27.61,43.2,2.0,F,"LE PEN",Marine,9555.0,36.31,56.8
1316,62.0,Pas-de-Calais,17.0,Bully-les-Mines,34204.0,8907.0,26.04,25297.0,73.96,1994.0,5.83,7.88,899.0,2.63,3.55,22404.0,65.5,88.56,1.0,M,MACRON,Emmanuel,9734.0,28.46,43.45,2.0,F,"LE PEN",Marine,12670.0,37.04,56.55
1317,62.0,Pas-de-Calais,18.0,Calais-1,28256.0,7838.0,27.74,20418.0,72.26,1664.0,5.89,8.15,713.0,2.52,3.49,18041.0,63.85,88.36,1.0,M,MACRON,Emmanuel,9035.0,31.98,50.08,2.0,F,"LE PEN",Marine,9006.0,31.87,49.92
1318,62.0,Pas-de-Calais,19.0,Calais-2,28869.0,6321.0,21.9,22548.0,78.1,1696.0,5.87,7.52,807.0,2.8,3.58,20045.0,69.43,88.9,1.0,M,MACRON,Emmanuel,8888.0,30.79,44.34,2.0,F,"LE PEN",Marine,11157.0,38.65,55.66
1319,62.0,Pas-de-Calais,20.0,Calais-3,28414.0,8788.0,30.93,19626.0,69.07,1417.0,4.99,7.22,726.0,2.56,3.7,17483.0,61.53,89.08,1.0,M,MACRON,Emmanuel,7095.0,24.97,40.58,2.0,F,"LE PEN",Marine,10388.0,36.56,59.42
1320,62.0,Pas-de-Calais,21.0,Carvin,26465.0,7609.0,28.75,18856.0,71.25,1368.0,5.17,7.25,707.0,2.67,3.75,16781.0,63.41,89.0,1.0,M,MACRON,Emmanuel,7867.0,29.73,46.88,2.0,F,"LE PEN",Marine,8914.0,33.68,53.12
1321,62.0,Pas-de-Calais,22.0,Desvres,34110.0,6338.0,18.58,27772.0,81.42,2104.0,6.17,7.58,1022.0,3.0,3.68,24646.0,72.25,88.74,1.0,M,MACRON,Emmanuel,12802.0,37.53,51.94,2.0,F,"LE PEN",Marine,11844.0,34.72,48.06
1322,62.0,Pas-de-Calais,23.0,Douvrin,31441.0,7106.0,22.6,24335.0,77.4,1907.0,6.07,7.84,932.0,2.96,3.83,21496.0,68.37,88.33,1.0,M,MACRON,Emmanuel,8844.0,28.13,41.14,2.0,F,"LE PEN",Marine,12652.0,40.24,58.86
1323,62.0,Pas-de-Calais,24.0,Etaples,26442.0,5841.0,22.09,20601.0,77.91,1416.0,5.36,6.87,555.0,2.1,2.69,18630.0,70.46,90.43,1.0,M,MACRON,Emmanuel,11601.0,43.87,62.27,2.0,F,"LE PEN",Marine,7029.0,26.58,37.73
1324,62.0,Pas-de-Calais,25.0,Fruges,23686.0,3994.0,16.86,19692.0,83.14,1561.0,6.59,7.93,815.0,3.44,4.14,17316.0,73.11,87.93,1.0,M,MACRON,Emmanuel,8371.0,35.34,48.34,2.0,F,"LE PEN",Marine,8945.0,37.76,51.66
1325,62.0,Pas-de-Calais,26.0,Harnes,31159.0,8622.0,27.67,22537.0,72.33,1631.0,5.23,7.24,878.0,2.82,3.9,20028.0,64.28,88.87,1.0,M,MACRON,Emmanuel,7350.0,23.59,36.7,2.0,F,"LE PEN",Marine,12678.0,40.69,63.3
1326,62.0,Pas-de-Calais,27.0,Hénin-Beaumont-1,24976.0,7025.0,28.13,17951.0,71.87,1101.0,4.41,6.13,839.0,3.36,4.67,16011.0,64.11,89.19,1.0,M,MACRON,Emmanuel,6834.0,27.36,42.68,2.0,F,"LE PEN",Marine,9177.0,36.74,57.32
1327,62.0,Pas-de-Calais,28.0,Hénin-Beaumont-2,30965.0,8046.0,25.98,22919.0,74.02,1583.0,5.11,6.91,754.0,2.44,3.29,20582.0,66.47,89.8,1.0,M,MACRON,Emmanuel,8066.0,26.05,39.19,2.0,F,"LE PEN",Marine,12516.0,40.42,60.81
1328,62.0,Pas-de-Calais,29.0,Lens,30191.0,9668.0,32.02,20523.0,67.98,1502.0,4.97,7.32,635.0,2.1,3.09,18386.0,60.9,89.59,1.0,M,MACRON,Emmanuel,8123.0,26.91,44.18,2.0,F,"LE PEN",Marine,10263.0,33.99,55.82
1329,62.0,Pas-de-Calais,30.0,Liévin,28349.0,7713.0,27.21,20636.0,72.79,1479.0,5.22,7.17,675.0,2.38,3.27,18482.0,65.19,89.56,1.0,M,MACRON,Emmanuel,8196.0,28.91,44.35,2.0,F,"LE PEN",Marine,10286.0,36.28,55.65
1330,62.0,Pas-de-Calais,31.0,Lillers,29059.0,5571.0,19.17,23488.0,80.83,1937.0,6.67,8.25,988.0,3.4,4.21,20563.0,70.76,87.55,1.0,M,MACRON,Emmanuel,9552.0,32.87,46.45,2.0,F,"LE PEN",Marine,11011.0,37.89,53.55
1331,62.0,Pas-de-Calais,32.0,Longuenesse,24174.0,5470.0,22.63,18704.0,77.37,1220.0,5.05,6.52,746.0,3.09,3.99,16738.0,69.24,89.49,1.0,M,MACRON,Emmanuel,8358.0,34.57,49.93,2.0,F,"LE PEN",Marine,8380.0,34.67,50.07
1332,62.0,Pas-de-Calais,33.0,Lumbres,23870.0,3961.0,16.59,19909.0,83.41,1529.0,6.41,7.68,752.0,3.15,3.78,17628.0,73.85,88.54,1.0,M,MACRON,Emmanuel,8881.0,37.21,50.38,2.0,F,"LE PEN",Marine,8747.0,36.64,49.62
1333,62.0,Pas-de-Calais,34.0,Marck,28307.0,5824.0,20.57,22483.0,79.43,1633.0,5.77,7.26,864.0,3.05,3.84,19986.0,70.6,88.89,1.0,M,MACRON,Emmanuel,8752.0,30.92,43.79,2.0,F,"LE PEN",Marine,11234.0,39.69,56.21
1334,62.0,Pas-de-Calais,35.0,Noeux-les-Mines,31509.0,7833.0,24.86,23676.0,75.14,1811.0,5.75,7.65,857.0,2.72,3.62,21008.0,66.67,88.73,1.0,M,MACRON,Emmanuel,8612.0,27.33,40.99,2.0,F,"LE PEN",Marine,12396.0,39.34,59.01
1335,62.0,Pas-de-Calais,36.0,Outreau,30139.0,7441.0,24.69,22698.0,75.31,1792.0,5.95,7.89,709.0,2.35,3.12,20197.0,67.01,88.98,1.0,M,MACRON,Emmanuel,10527.0,34.93,52.12,2.0,F,"LE PEN",Marine,9670.0,32.08,47.88
1336,62.0,Pas-de-Calais,37.0,Saint-Omer,25193.0,5700.0,22.63,19493.0,77.37,1415.0,5.62,7.26,617.0,2.45,3.17,17461.0,69.31,89.58,1.0,M,MACRON,Emmanuel,9546.0,37.89,54.67,2.0,F,"LE PEN",Marine,7915.0,31.42,45.33
1337,62.0,Pas-de-Calais,38.0,Saint-Pol-sur-Ternoise,24676.0,4766.0,19.31,19910.0,80.69,1491.0,6.04,7.49,799.0,3.24,4.01,17620.0,71.41,88.5,1.0,M,MACRON,Emmanuel,8313.0,33.69,47.18,2.0,F,"LE PEN",Marine,9307.0,37.72,52.82
1338,62.0,Pas-de-Calais,39.0,Wingles,32044.0,8593.0,26.82,23451.0,73.18,1652.0,5.16,7.04,831.0,2.59,3.54,20968.0,65.44,89.41,1.0,M,MACRON,Emmanuel,7538.0,23.52,35.95,2.0,F,"LE PEN",Marine,13430.0,41.91,64.05
1339,63.0,Puy-de-Dôme,1.0,Aigueperse,15339.0,2619.0,17.07,12720.0,82.93,1288.0,8.4,10.13,526.0,3.43,4.14,10906.0,71.1,85.74,1.0,M,MACRON,Emmanuel,7081.0,46.16,64.93,2.0,F,"LE PEN",Marine,3825.0,24.94,35.07
1340,63.0,Puy-de-Dôme,2.0,Ambert,15257.0,3382.0,22.17,11875.0,77.83,1075.0,7.05,9.05,535.0,3.51,4.51,10265.0,67.28,86.44,1.0,M,MACRON,Emmanuel,6345.0,41.59,61.81,2.0,F,"LE PEN",Marine,3920.0,25.69,38.19
1341,63.0,Puy-de-Dôme,3.0,Aubière,14813.0,3237.0,21.85,11576.0,78.15,1067.0,7.2,9.22,343.0,2.32,2.96,10166.0,68.63,87.82,1.0,M,MACRON,Emmanuel,8131.0,54.89,79.98,2.0,F,"LE PEN",Marine,2035.0,13.74,20.02
1342,63.0,Puy-de-Dôme,4.0,Beaumont,16344.0,3899.0,23.86,12445.0,76.14,1075.0,6.58,8.64,333.0,2.04,2.68,11037.0,67.53,88.69,1.0,M,MACRON,Emmanuel,9049.0,55.37,81.99,2.0,F,"LE PEN",Marine,1988.0,12.16,18.01
